file_path,task,method_name,metric_name,metric_value,modality_setting,is_ours,is_ori_xfi_baseline,is_superteacher_exploration,supports_which_contribution,can_be_used_in_main_paper,issue_or_risk
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mpjpe,0.0785971394616821,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,pa_mpjpe,0.04624624678713061,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,params,8895208.0,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mse,0.0031371370860327733,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mpjpe,0.08172482279399815,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,pa_mpjpe,0.04825070092176757,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,params,8895208.0,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mse,0.0023444371529537655,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mpjpe,0.07241567281925079,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,pa_mpjpe,0.041064864138155514,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,params,8895208.0,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mse,0.023240499077558756,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mpjpe,0.21896083641489303,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,pa_mpjpe,0.11227365112688206,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,params,8895208.0,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mse,0.002893529122239828,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,mpjpe,0.07896160903450765,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,pa_mpjpe,0.046384867787421506,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_scene_nonvisual_combinations.csv,missing_modality,student_nv_cross_scene_nonvisual_combinations,params,8895208.0,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0051162087686831646,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.09074060161795734,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.05204410476801105,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0014071494066422697,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05268471122014729,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.034479254943867624,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.009463506103400942,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.13970943062304558,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.08790839095701891,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.006371840446421368,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.11533097214908548,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.056607362348249084,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.024501072106856682,wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.22831511522026218,wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.10877794840829638,wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0014184203355366738,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05304086730878302,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.0345972061114398,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0013540179231345782,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05215835308999637,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.034140569032585555,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0014078463180926036,depth+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05265292715899575,depth+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.0344646723370579,depth+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.004842162980487953,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.10201842961283542,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.0539501063230076,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.009264139304942626,lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.13771139997220097,lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.08773301389218446,lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.006358491882795895,mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.1154756967346706,mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.05689616940304278,mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0013692098871311413,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05253978604354426,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.03417652450510353,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.001410019081816583,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05281112725543462,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.03453449110347719,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+lidar+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0013554217958466762,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05214787791559176,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.03405863660547662,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.004852810220469209,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.10205807120596505,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.05421005889818954,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mse,0.0013670237366722607,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,mpjpe,0.05245425875880189,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,pa_mpjpe,0.03412716665116878,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_cross_subject_nonvisual_combinations.csv,missing_modality,student_nv_cross_subject_nonvisual_combinations,params,8895208.0,depth+lidar+mmwave+wifi-csi,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,missing_count,1.5,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,available_count,2.5,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,mse,0.004278817826756938,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,mpjpe,0.0790252276870832,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,pa_mpjpe,0.049528932189992395,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,num_combinations,3.75,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,missing_count,0.0,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,available_count,4.0,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,mse,0.001493007220596543,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,mpjpe,0.05103153257903345,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,pa_mpjpe,0.03569267863830602,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,num_combinations,1.0,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,missing_count,1.0,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,available_count,3.0,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,mse,0.0021953203327400076,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,mpjpe,0.06134513262788226,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HPE\outputs\eval\student_nv_missing_modality_summary.csv,missing_modality,student_nv_missing,pa_mpjpe,0.0405047253620831,VK-RCD-Student-NV,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
